ImageName,Image Id,Discription,,Breed,Gender,age ,size,type
n02088094_5265,449,I would like to arrange a playdate for my Afgan hound  medium size female adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near mannar.brown dog standing on a ground with a lady.,,Afgan hound,female,adult,medium,playdate
n02088094_5285,450,My dog is a small size male  Afgan hound puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.i would like to find a matching playdate partner for my dog.i live near kegalle.black dog standing between a man & a woman.,,Afgan hound,male,puppy,small,playdate
n02088094_5345,451,I have a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside I would like to arrange a playdate for my dog.i live near gampaha.ash color dog standing on a green grass ground with a woman.,,Afgan hound,female,adult,medium,playdate
n02088094_5381,452,I have a medium size male  Afghan hound puppy has a tall slender elegent build is extremely athletic is gentel with strangers and with other petsand very playful dog. I would like to arrange a playdate for my dog I live near galle.ash color dog standing on a road.,,Afgan hound,male,puppy,medium,playdate
n02088094_5413,453,I have a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.Ilike to arrange a crossing for my dog live near monaragala.brown dog standin on a road.  ,,Afgan hound,female,adult,medium,crossing
n02088094_5927,454,I would like to arrange a playdate for my Afgan hound  medium size female adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near colombo.white dog standing on a bridge near to water,,Afgan hound,female,adult,medium,crossing
n02088094_5939,455,My dog is a medium size male  Afgan hound puppy  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.i would like to find a matching playdate   partner for my dog.i live near kalutara.black dog standing with a woman.,,Afgan hound,male,puppy,medium,playdate
n02088094_7106,456,I have a medium size female  adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside I would like to arrange a crossing for my dog.i live near baticola.brown dog standing on a green grass ground .,,Afgan hound,female,adult,medium,crossing
n02088094_7146,457,"I want to arrange a crossing partner for my medium size male adult Afgan hound dog very active, it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i live near hambanthota.chained brown dog standing on a ground.",,Afgan hound,male,adult,medium,crossing
n02088094_7260,458,I would like to arrange a playdate for my Afgan hound  small size female puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near polonnnaruwa.lbrown dog standing on a bench,,Afgan hound,female,puppy,small,playdate
n02088094_7894,459,My dog is a large size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near kurunegala.ash color dog standing o a ground.,,Afgan hound,female,adult,large,playdate
n02088094_8465,460,I have a medium female adult Afghan hound dog has a tall slender elegent build is extremely athletic is gentel with strangers and with other petsand very playful dog. I would like to arrange a crossing partner for my dog I live near colombo.black dog standing near a road.,,Afgan hound,female,adult,medium,crossing
n02088094_8682,461,I would like to arrange a playdate partner for my Afgan hound  medium size male adult  dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near matale.black dog standing with a man.,,Afgan hound,male,adult,medium,playdate
n02088094_10263,462,My dog is a large size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near kalutara.brown dog standing on a green grass ground,,Afgan hound,female,adult,large,playdate
n02086910_26,463,I want to arrange a playdate for my papillon male medium size adult dog it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs we live near kalutara.brown & white dog laying on a green grass field with some medals.,,papillon,male,adult,medium,playdate
n02086910_54,464,I have a small size female  papillon puppy is very lively and playful easy to carry polite with strangers and haave a good behaviuor around other pets I would like to arrange a playdate for my dog.welive near galle.black &  white holding a burger,,papillon,female,puppy,small,playdate
n02086910_336,465,I have a small size male  papillon puppy is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets I would like to arrange a playdate for my dog.welive near gampha.brown & white dog holding by a woman.,,papillon,male,puppy,small,playdate
n02086910_485,466,I want to arrange a playdate for my papillon female medium size puppy it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs we live near kegalle.balck & brown dog standing with two legs near a table,,papillon,female,puppy,medium,playdate
n02086910_592,467,My dog is adult medium size male papillon  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a crossing partner for my dog.i live in kandy.brown & white dog standing on a green grass ground,,papillon,male,adult,medium,crossing
n02086910_797,468,I would like to arrrange a playdate for my small female papillon puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near matale.black & white puppy stand on green grass feild.,,papillon,female,puppy,small,playdate
n02086910_881,469,I have a medium size male adult  papillon dog is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets I would like to arrange a crossing partner for my dog.we live near gampha.black & white dog laying on a metress.,,papillon,male,adult,medium,crossing
n02086910_1052,470,I want to arrange a playdate for my papillon male small size puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near matara.brown & white dog sleeping on a blancket,,papillon,male,puppy,small,playdate
n02086910_1409,471,I would like to arrrange a crossing partner for my medium size female adult papillon dog it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near mannar.brown & white dog holding by a man,,papillon,female,adult,medium,crossing
n02086910_1492,472,My dog is  medium size male papillon puppy  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a crossing partner for my dog.i live in kalutara.black & white dog in green feild.,,papillon,male,puppy,medium,playdate
n02086910_1659,473,I have a small female adult  papillon dog is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets .love to play outside.I would like to arrange a crossing partner  for my dog.we live near gampha.white & black dog holding by a man.,,papillon,female,adult,small,crossing
n02086910_1826,474,I want to arrange a playdate for my papillon female small size puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near hambanthota.brown & white puppy siting on a white floor,,papillon,female,puppy,small,playdate
n02086910_1957,475,I have a medim size female  papillon puppy is very lively and playful easy to carry polite withh strangers and haave a good behaviuor around other pets I would like to arrange a playdate for my dog.welive near kalutara.brown & white dog siting on a green grass ground.,,papillon,male,puppy,small,playdate
n02086910_2016,476,I have a small size male  papillon puppy is very lively and playful easy to carry polite withh strangers and have a good behaviuor around other pets I would like to arrange a playdate for my dog.welive near ampara.brown & white puppy sleeping on a bed,,papillon,female,adult,medium,playdate
n02086910_2084,477,I want to arrange a playdate for my papillon female medium size  adult dog it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs we live near kegalle.balck & white chained dog,,papillon,male,adult,medium,crossing
n02086910_2168,478,My dog is adult medium size male papillon  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a crossing partner for my dog.i live in nuwara-eliya.white & brown dog laying on a red carpet.,,papillon,female,puppy,small,playdate
n02086910_2235,479,I would like to arrrange a playdate for my small female papillon puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near matale.brown & white puppy laying on a floor.,,papillon,male,puppy,small,playdate
n02086910_2335,480,I have a small size male  papillon puppy is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets I would like to arrange a playdate partner for my dog.we live near colombo.brown & white dog in a cot.,,papillon,male,adult,medium,playdate
n02086910_2380,481,I want to arrange a playdate for my papillon male medium size  adult dog it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near matara.black & white puppy siting on a blanket.,,papillon,female,puppy,small,playdate
n02086910_2474,482,I would like to arrrange a playdate for my small female papillon puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near kegalle.brown & white puppy stand on green grass feild.,,papillon,male,puppy,small,playdate
n02086910_2671,483,I have a small size male   papillon puppy is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets I would like to arrange a playdate partner for my dog.we live near colombo.brown & white puppy standing on a tiled floor.,,papillon,female,puppy,small,playdate
n02086910_2698,484,I want to arrange a playdate for my papillon female small size puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near matara.brown & white puppy siting infront of a laptop,,papillon,female,adult,medium,crossing
n02086910_2900,485,I would like to arrrange a crossing partner  for my medium size female adult papillon dog it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near gampha.black & white dog standing on a blue stage.,,papillon,female,adult,medium,crossing
n02086910_2994,486,My dog is  medium size male papillon puppy  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a playdate partner for my dog.i live in colombo.brown & whiite dog standing on a green grass ground.,,papillon,male,puppy,medium,playdate
n02086910_2999,487,I have a small female   papillon pupy is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets .love to play outside.I would like to arrange a playdate  for my dog.we live near  gampha.white & black dog siting on a bed.,,papillon,female,puppy,small,playdate
n02086910_3020,488,I have a medium size male adult  papillon dog is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets I would like to arrange a crossing partner for my dog.we live near kalutara.brown & white dog siting on a bed,,papillon,male,adult,medium,crossing
n02086910_3140,489,I want to arrange a playdate for my papillon male small size puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near galle.black & white dog laying on a floor with a toy.,,papillon,male,puppy,small,playdate
n02086910_3553,490,I would like to arrrange a playdate for my medium size female adult papillon dog it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near mannar.black & white dog laying ona a floor with a toy,,papillon,female,adult,medium,playdate
n02086910_3769,491,My dog is  small size male papillon puppy  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a playdate partner for my dog.i live in kalutara.small white & brown puppy siting on a floor with a red chain,,papillon,male,puppy,small,playdate
n02086910_3924,492,I have a small female adult  papillon dog is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets .love to play outside.I would like to arrange a playdate  for my dog.we live near  kandy.white & brown laying on a bed with a  toy.,,papillon,female,adult,small,playdate
n02086910_3991,493,I want to arrange a playdate for my papillon female medium size puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near puttalam.black & white pupppy laying on a green grass ground.,,papillon,female,puppy,medium,playdate
n02086910_4210,494,I have a medim size female  adult papillon dog is very lively and playful easy to carry polite withh strangers and haave a good behaviuor around other pets I would like to arrange a crosssing for my dog.welive near anuradhapura.brown & white dog siting infront of a bush,,papillon,female,adult,medium,crossing
n02086910_4373,495,I have a small size male  papillon puppy is very lively and playful easy to carry polite withh strangers and have a good behaviuor around other pets I would like to arrange a playdate for my dog.welive near gampha.black & white puppy standing on a rock.,,papillon,male,puppy,small,playdate
n02086910_4441,496,I want to arrange a crossing partner for my papillon female medium size adult dog it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs we live near kegalle.brown & white dog with a blue pendant siting on a blancket.,,papillon,female,adult,medium,crossing
n02086910_4551,497,My dog is adult medium size male papillon  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a crossing partner for my dog.i live in kandy.brown & white dog standing on a gree grass ground,,papillon,male,adult,medium,crossing
n02086910_4883,498,I want to arrange a playdate for my papillon male small size puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near anuradhapura.black & white puppy laying on a white floor,,papillon,male,puppy,small,playdate
n02086910_5488,499,I would like to arrrange a playdate for my small size female papillon puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near matar.black& white puppy standing on a table ,,papillon,female,puppy,small,playdate
n02086910_5560,500,My dog is  medium size male papillon adult dog  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a crossing partner for my dog.i live in pattalam.chained black & white dog siting on a ground,,papillon,male,adult,medium,crossing
n02086910_5932,501,I want to arrange a playdate for my papillon female medium size adult dog it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs we live near kalutara.black & white dog with a red chain.,,papillon,female,adult,medium,playdate
n02086910_5995,502,I have a small size male  papillon puppy is very lively and playful easy to carry polite with strangers and haave a good behaviuor around other pets I would like to arrange a playdate for my dog.welive near galle.black &  white dog stnding on a road,,papillon,male,puppy,small,playdate
n02086910_6207,503,I have a small size female  papillon puppy is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets I would like to arrange a playdate for my dog.welive near colombo.black & white dog wearing a t shirt standing on a floor.,,papillon,female,puppy,small,playdate
n02086910_6293,504,I want to arrange a crossing partner for my papillon male medium size adult dog it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs we live near kegalle.balck & white dog standing on a road.,,papillon,male,adult,medium,crossing
n02086910_6475,505,My dog is adult medium size female papillon  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a crossing partner for my dog.i live in nuwara-eliya.brown & white dog standing on a green grass ground,,papillon,female,adult,medium,crossing
n02086910_6931,506,I would like to arrrange a playdate for my small female papillon puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.we live near matale.brown & white puppy holding by a man.,,papillon,female,puppy,small,playdate
n02086910_7405,507,I have a medium size male adult  papillon dog is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets I would like to arrange a crossing partner for my dog.we live near kalutara.black & white dog wearing a cheq shirt siting on a floor.,,papillon,male,adult,medium,crossing
n02086910_7426,508,I want to arrange a playdate for my papillon male small size puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near matara.brown & white dog laying on a floor,,papillon,male,puppy,small,playdate
n02086910_7606,509,I would like to arrrange a crossing partner for my medium size female adult papillon dog it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near polonnaruwa.black & white dog laying on a couch.,,papillon,female,adult,medium,crossing
n02086910_7609,510,My dog is  medium size male papillon puppy  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a crossing partner for my dog.i live in kalutara.blac & white dog siting on cousion with a toy.,,papillon,male,puppy,medium,crossing
n02086910_7837,511,I have a large size female adult  papillon dog is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets .love to play outside.I would like to arrange a crossing partner  for my dog.we live near hambanthota.brown & white dog with a stick standing on a green grass feild.,,papillon,female,adult,large,crossing
n02086910_7857,512,I want to arrange a playdate for my papillon female small size puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near baticola.black& white puppy laying on a green grass ground.,,papillon,female,puppy,small,playdate
n02086910_8091,513,I have a medim size female  papillon puppy is very lively and playful easy to carry polite withh strangers and haave a good behaviuor around other pets I would like to arrange a playdate for my dog.welive near kalutara.black & white dog standing  on a green grass ground.,,papillon,female,puppy,medium,playdate
n02086910_8590,514,I have a small size male  papillon puppy is very lively and playful easy to carry polite withh strangers and have a good behaviuor around other pets I would like to arrange a playdate for my dog.welive near trinco.brown & white chained dog siting on a road.,,papillon,male,puppy,small,playdate
n02086910_8606,515,I want to arrange a crossing partner for my papillon female medium size  adult dog it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs we live near kegalle.balck & white dog laying on a carpert.,,papillon,female,adult,medium,crossing
n02086910_9000,516,My dog is adult medium size male papillon  it is very playful and lively and also have good behaviour around kids and strangers and polite with other dogs.I want to arrange a crossing partner for my dog.i live in galle.white & black dog standing on a beach when the sunset happening..,,papillon,male,adult,medium,crossing
n02086910_9527,517,I would like to arrrange a playdate for my small female papillon puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near matale.brown & white puppy with a heart shaped pendent sting on a floor.,,papillon,female,puppy,small,playdate
n02086910_9579,518,I have a small size male  papillon puppy is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets I would like to arrange a playdate partner for my dog.we live near colombo.brown & white dog standing on a floor.,,papillon,male,puppy,small,playdate
n02086910_9710,519,I want to arrange a playdate for my papillon male small size puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well with other dogs. we live near matara.brown & white dog standing on a blue table.,,papillon,male,puppy,small,playdate
n02086910_9056,520,I would like to arrrange a playdate for my small female papillon puppy it is very playful and lively and also have good behaviour around kids and strangers and adapt well  with other dogs.welive near kurunegala.brown & white puppy laying on green grass feild.,,papillon,female,puppy,small,playdate
n02086910_10147,521,I have a small size male  papillon puppy is very lively and playful easy to carry polite with strangers and have a good behaviuor around other pets I would like to arrange a playdate partner for my dog.we live near anuradhapura.black & white puppy laying on a bed.,,papillon,male,puppy,small,playdate
n02088364_959,522,"I have a small female beagle puppy it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog we live near matale.brown & black dog stand near a pink blanket.",,beagle,female,puppy,medium,playdate
n02088364_1384,523,I want a to arrange a playdate for my medium size female beagle puppy who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near polonnaruwa.white & brown dog standing on a beach.,,beagle,male,adult,medium,crossing
n02088364_2499,524,"I have a medium size adult  male beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a crossing partner for my dog we live near vauniya.black & white dog sleeping on a bed",,beagle,female,puppy,medium,playdate
n02088364_2502,525,I want a to arrange a playdate for my medium size female beagle puppy who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near galle.black & brown dog carriyng a toy and running through a green grass ground ,,beagle,male,puppy,small,playdate
n02088364_2652,526,"my dog is a small male beagle puppy  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near matara.black & white puppy siting on a green grass ground.C550C567C527:C527:C549",,beagle,female,puppy,small,playdate
n02088364_3171,527,"I have a small size   female beagle puppy. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate partner for my dog.we live in kilinocchi. black & brown puppy standing on a table.",,beagle,male,adult,large,playdate
n02088364_3758,528,I want a to arrange a playdate for my large size male adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near matale.brown & black dog laying on a gree grass ground.,,beagle,female,puppy,small,playdate
n02088364_4237,529,"my dog is a small female beagle puppy it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog.we live in polonnaruwa.brown & black puppy sleeping in a basket.",,beagle,female,puppy,small,playdate
n02088364_4706,530,"I have a medium size adult  male beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside I want to arrange a crossing partner for my dog we live near jaffna.black & brown dog siting on a yellow blancket",,beagle,male,adult,medium,crossing
n02088364_4879,531,I want a to arrange a crossing partner for my large size female adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near ampara.black & brown dog sitinng in the back seat of a vehical.,,beagle,female,adult,large,crossing
n02088364_5282,532,"my dog is a medium size female puppy  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near monaragala.brown & black dog laying on a green grass  ground.",,beagle,female,adult,large,crossing
n02088364_5427,533,"I would like to arrannge a playdate partner for my small size male  beagle puppy.it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside.i live near kurunagala.man holding a black & brown puppy.",,beagle,female,puppy,medium,playdate
n02088364_5572,534,"I have a small female beagle puppy it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog we live near galle.brown & black dog siting under a chair.",,beagle,male,puppy,small,playdate
n02088364_6089,535,I want a to arrange a crossing partner for my medium size female adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near matale.blck & brown dog standing near a camp tent.,,beagle,female,puppy,small,playdate
n02088364_6211,536,"I have a large size adult  female beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a crossing for my dog we live near vauniya.brown & black dog sleeping on sofa.",,beagle,female,adult,medium,crossing
n02088364_6358,537,I want a to arrange a playdate for my medium size female beagle puppy who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near kandy.black & brown dog siting neara toy.,,beagle,female,adult,large,crossing
n02088364_6611,538,"my dog is a medium  size male adult beagle dog  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a crossing parrtner for my dog .we live near galle.black & brown dog laying on a green grass ground.",,beagle,female,puppy,medium,playdate
n02088364_7247,539,"I have a small size adult  female beagle puppy. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate partner for my dog.we live in galle black & brown puppy standing in a water bucket.",,beagle,male,adult,medium,crossing
n02088364_7324,540,I want a to arrange a playdate for my small size male  beagle puppy who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near kalutara.brown & black dog walking through a beach.,,beagle,female,puppy,small,playdate
n02088364_7927,550,"my dog is a small female beagle puppy  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near galle.black & brown puppy siting inside of a cot.",,beagle,male,puppy,small,playdate
n02088364_8443,551,"I have a medium size adult  female beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a crossing partner for my dog.we live in matara.white & brown dog standing on a rouned table.",,beagle,female,puppy,small,playdate
n02088364_8713,552,I want a to arrange a crossing partner for my large size male adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near matale.brown & black dog laying on a bed.,,beagle,female,adult,medium,crossing
n02088364_9318,553,"my dog is a small female beagle puppy it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog.we livve in gampha.brown & black black puppy wearing a pink dress siting on a sofa.",,beagle,male,adult,large,crossing
n02088364_9650,554,"I have a medium size adult  male beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside I want to arrange a playdate for my dog we live near kalutara.brown & black dog siting inside of a car",,beagle,female,puppy,small,playdate
n02088364_9825,555,I want a to arrange a playdate for my small size female  beagle puppy who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near polonnaruwa.black& brown puppuy siting on a sand floor.,,beagle,male,adult,medium,playdate
n02088364_10108,556,"my dog is a small female puppy  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near anuradhapura.small balck & brown puppy holding by a man.",,beagle,female,puppy,small,playdate
n02088364_10296,557,"I would like to arrannge a crossing partner for my medium size female adult beagle dog.it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside.i live near kurunagala.blak & brown dog siting nnear a man",,beagle,female,puppy,small,playdate
n02088364_10575,558,I want a to arrange a playdate for my small size male beagle puppy who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near gampha.brown & black dog siting near a stool,,beagle,female,adult,medium,crossing
n02088364_10585,559,"my dog is a small female beagle puppy it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog.we livve in badulla.brown & black puppy laying on a bed.",,beagle,male,puppy,small,playdate
n02088364_10798,560,"I have a medium size adult  male beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside I want to arrange a playdate for my dog we live near kalutara.black & brown dog standing on a green grass ground",,beagle,female,puppy,small,playdate
n02088364_11231,561,I want a to arrange a crossing partner for my medium size female adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near polonnaruwa.bron & white dog siting on a pillow.,,beagle,male,adult,medium,playdate
n02088364_11391,562,"my dog is a small female puppy  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near hambanthota.brown & white dog siting on a floor.",,beagle,female,adult,medium,crossing
n02088364_11509,563,"I would like to arrannge a crossing partner for my medium size female adult beagle dog.it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside.i live near kegalle.black & brown dog standing on a red floor.",,beagle,female,puppy,small,playdate
n02088364_11698,564,"I have a small female beagle puppy it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog we live near rathnapura.brown puppy holding by a man.",,beagle,female,adult,medium,crossing
n02088364_11711,565,I want a to arrange a playdate for my medium size female beagle puppy who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near matale.black & brown dog holding by a man.,,beagle,female,puppy,small,playdate
n02088364_12124,566,"I have a small size   female beagle puppy. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog we live near vauniya.brown & black dog siting near a curtain.",,beagle,female,puppy,medium,playdate
n02088364_12154,567,I want a to arrange a crossing partner for my medium size female beagle adult dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near gampha.black & white dog standing on a green grass ground.,,beagle,female,adult,medium,crossing
n02088364_12291,568,"my dog is a small male beagle puppy  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near galle.black & white standing near a woman",,beagle,male,puppy,small,playdate
n02088364_12334,569,"I have a small size   female beagle puppy. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate partner for my dog.we live in galle black & brown puppy sitting on a stair case.",,beagle,female,puppy,small,playdate
n02088364_12397,570,I want a to arrange a playdate for my medium size male adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near kalutara.brown & black dog wearing a cap siting on a beach.,,beagle,male,adult,medium,playdate
n02088364_12405,571,"my dog is a small male beagle puppy  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near matara.brown & white dog laying on a bed.",,beagle,male,puppy,small,playdate
n02088364_12713,572,"I have a medium size adult  female beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a crossing partner for my dog.we live in galle black & brown puppy sitting on a stair case.",,beagle,female,adult,medium,crossing
n02088364_12745,573,I want a to arrange a playdate for my medium size male adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near kurunegala.brown & black dog huging by a kid,,beagle,male,adult,medium,playdate
n02088364_12756,574,"my dog is a small female puppy  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near anuradhapura.black & whitepuppy laying on a green grass ground.",,beagle,female,puppy,small,playdate
n02088364_12869,575,"I would like to arrannge a crossing partner for my medium size female adult beagle dog.it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside.i live near ampara.brown & black dog siting near a kid.",,beagle,male,adult,medium,crossing
n02088364_12973,576,"I would like to arrannge a crossing partner for my medium size male adult beagle dog.it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside.i live near kalutara.brown & white dog siting near a tool table.",,beagle,male,adult,medium,crossing
n02088364_13028,577,"I have a medium size adult  female beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside I want to arrange a crossing partner for my dog we live near jaffna.black & brown dog sleeping on a couch.",,beagle,female,adult,medium,crossing
